floor,collapse_risk_score,column_fck,beam_fck,slab_fck,Y8_fyk,Y10_fyk,Y12_fyk,Y16_fyk,Y20_fyk,bearing_capacity,location,building_type,foundation_type,supervision
1,2,27.656742917189398,23.22294036711437,27.584659835287315,259.9646103039894,0.0,407.9125629981884,409.2476482308131,419.5210651118887,156.53984342789897,Abuja,Residential,Pad,Yes
4,2,25.823078938407818,24.260563105735166,24.022807763657863,0.0,0.0,539.1041265606149,0.0,414.56891027449797,228.65298704279817,Abuja,Residential,Pad,Yes
2,2,24.538493278880683,22.041633916626758,24.51366962225084,246.8754613622055,245.8622622242643,409.5780043732619,405.8466728571743,417.28415330185055,245.00141850476646,Abuja,Residential,Pad,Yes
2,2,28.31210945575417,7.42786816965313,22.429206483666444,58.85631449833744,225.2385491991199,0.0,373.9400723998978,371.2054849609271,187.55689338556212,Abuja,Residential,Wide Strip,No
1,2,25.683336636113655,26.727150811280016,27.575527230314364,0.0,0.0,0.0,361.81900797218987,290.18405343355863,185.63397012240716,Abuja,School,Pad,Unknown
2,1,22.605355108631066,26.971995194570766,23.563211052480025,0.0,252.1161432720872,517.5828816679089,402.3602863306677,417.7764325534019,205.7061763693972,Plateau,Commercial,Raft,No
3,2,25.84627010782281,21.18610870139141,30.052758617792957,39.52010062709768,0.0,378.6553998775131,0.0,336.3854459161384,205.4206417937647,Abuja,Residential,Pad,No
4,2,27.079830565078737,26.59956692889139,26.556128111012722,255.9841792554277,0.0,0.0,408.6541415259337,415.88730606362424,220.76827843621737,Abuja,Commercial,Pad,Yes
5,1,25.400778678978334,16.73245834392775,22.188220694740526,61.69007615559579,11.440208722922259,475.7059007390583,386.8465615643112,0.0,191.14770600758123,Kwara,Commercial,Raft,Unknown
3,2,27.522862235744913,27.000899851245208,26.682967849822386,253.6728115433063,253.01668237672118,413.28865396337426,0.0,414.8467854991615,174.33867373897252,Abuja,School,Pad,Yes
2,2,27.135153512994645,24.763765217316013,27.856508006720585,0.0,252.54714716041678,0.0,406.7253912427018,408.6510004793229,197.37976618055654,Abuja,Residential,Pad,Yes
2,1,27.644602801873074,22.914026391289177,25.015171255275256,38.9254959899801,195.3759280366353,0.0,355.437970523126,0.0,194.93261782532005,Plateau,Commercial,Pad,Yes
2,2,22.568152051144235,22.82185928372277,22.42793174175083,0.0,0.0,405.7189973901915,467.25162789107503,405.5528521794603,153.1107617645292,Abuja,Residential,Pad,Yes
2,1,26.819197393998028,7.378619616904528,17.895294347564057,62.57270553601699,209.33634720105724,369.10557581358205,354.94673782260645,300.59081458550725,170.06805295196065,Plateau,Commercial,Pad,No
2,2,25.116357985995535,21.619599640805284,22.526018098421652,244.51715499427488,252.12853250354752,535.9398773774227,407.31257926314487,0.0,188.82290157042908,Abuja,Residential,Pad,No
1,2,26.58875007567121,21.840389607460565,25.794341486849397,0.0,0.0,411.7785271624717,412.11958599281877,406.9389146601017,196.4764701098673,Abuja,Commercial,Pad,Yes
2,2,26.110207314654424,21.383246887673206,24.61742590164172,263.4793252324519,254.769312212256,0.0,412.3668494133751,423.1650719617414,216.0757390454064,Abuja,Residential,Pad,Yes
2,1,25.67041354130285,22.416726202663167,27.784356282890748,264.12601831378964,253.9474572570925,408.68779541709455,0.0,416.64164892114553,216.20161465930278,Plateau,Commercial,Pad,Yes
2,2,25.741015026603144,15.034355866425425,23.491681412443803,64.47530256175169,0.0,384.51505875951756,0.0,353.9501209739416,213.95699309989993,Abuja,Residential,Pad,No
1,3,23.910254928682733,22.04305175467688,22.85669706599069,0.0,256.2309576474603,408.20698700315876,408.7607809503223,416.0797031739416,177.8310080600006,Lagos,School,Strip,Yes
2,3,27.054007718405305,22.179115515833864,27.078645072657192,261.0328264997728,243.8090015368856,409.4988479277552,405.737631153024,396.99618108252815,129.21268970589642,Lagos,Commercial,Pad,Yes
2,3,27.744426805889063,22.20491184332254,26.242286397732656,0.0,255.23570359958364,409.18676742000684,0.0,430.78899841051475,190.0320707642167,Lagos,Residential,Wide Strip,Yes
2,2,27.206551709649595,24.48802544252203,24.494161798433982,250.79604164027546,0.0,406.3966300747831,0.0,0.0,195.12838293565807,Abuja,Residential,Pad,Yes
2,1,26.61027254600157,22.899640141119423,22.34879185480021,248.0958245468389,0.0,412.28590052989654,413.3757107787846,422.32670161421794,225.7612331966212,Benue,School,Pad,Yes
2,2,26.544385176913305,24.031206392630736,22.424871431104176,0.0,250.06126412669013,408.1153273630027,405.1197367767184,406.56008485423683,160.04480861235015,Abuja,Commercial,Pad,Yes
2,2,16.440074704579203,20.23047556918245,23.733506391865614,0.0,0.0,371.5682358768485,0.0,-12.477621718959734,193.86633409691606,Abuja,Residential,Pad,Unknown
1,1,19.74316600862541,19.69081464333596,25.252501900919103,103.50528477021855,214.10921714577898,380.86002810909247,367.5771342454132,486.9615184087171,252.42100669848483,Plateau,Residential,Pad,Yes
2,2,23.799874278130453,22.669800458852936,27.599196006495873,342.94293955396796,236.78406768986736,386.73865267034773,397.4973556015763,0.0,149.04082738832128,Abuja,Residential,Pad,Unknown
4,2,26.999787648025496,27.693969222051134,27.110966613635526,252.26172726711738,254.9826173015076,0.0,555.3050284304857,421.1848172099517,250.5088107371746,Abuja,School,Strip,Yes
3,2,26.274669363408336,21.92203150716414,27.479773160790593,250.86470534637817,0.0,413.75386385320076,410.66448953001805,399.51551857453234,186.02189122936764,Abuja,Residential,Raft,No
2,2,27.03824070058191,22.654851363440674,22.630303112566384,0.0,252.86523723635173,0.0,0.0,0.0,183.53072088213975,Abuja,Commercial,Pad,Yes
2,2,21.946999246074622,20.794724882658777,22.021485284510096,247.2317380088141,259.47361079565485,402.9300816084632,0.0,418.7890753684772,156.83883931485568,Abuja,Church,Pad,Yes
1,2,24.8100316803792,21.919847979067548,27.866490527694424,253.94910513408863,265.0020484912316,410.62127372325835,0.0,406.0394233808421,161.07558184184327,Abuja,Residential,Pad,Yes
3,1,30.671588240208724,27.447907506443798,27.618304914088494,0.0,244.79529998384928,411.13695329946813,0.0,413.67260050548424,219.2145700107716,Benue,Church,Strip,Yes
2,2,27.450739693264882,22.94854660397626,25.396352724390074,0.0,0.0,539.1910537753325,411.8490864086312,392.18926455660693,200.21767809270213,Abuja,Residential,Raft,Yes
4,2,27.389116850224028,23.800053559885328,24.77118963980472,246.45957125129405,0.0,410.0584831598831,0.0,419.61415943605886,182.98584170414762,Abuja,Residential,Raft,Yes
4,2,22.426178249880536,10.426016888673695,25.09388072447211,30.724802031211947,211.3292550617103,392.39157784615674,379.8653199868287,41.09032125935687,224.44978851180102,Abuja,Residential,Pad,Unknown
3,2,22.54172791445844,24.649827544707804,25.987980042818233,245.85806128437383,0.0,449.32703784876054,0.0,414.79654535598814,204.8958670311293,Abuja,Residential,Pad,Yes
1,2,26.03380443595268,25.608541723007836,21.9330502401927,0.0,254.30700357018713,414.0096870622473,0.0,0.0,176.65008866775582,Abuja,Residential,Pad,Yes
4,2,27.094741505035817,27.088769105469655,26.459783888329397,260.80654366794136,250.81176057030675,0.0,406.13473866144005,410.62395702885317,172.09247821316575,Abuja,Commercial,Pad,Yes
2,2,24.268968548811856,7.658175468496177,26.608820876581298,53.39032626553463,0.0,389.69778882632517,0.0,0.0,212.08406785306542,Abuja,Residential,Pad,No
3,1,30.247641991170774,15.943266056315888,21.544614985832336,39.7979264734326,249.04672839507327,385.48933431669906,354.48157603685246,389.07327013038616,146.2533993884991,Kwara,Commercial,Pad,No
2,2,24.974365467420014,22.25886073234444,22.63200024797166,357.8698461058284,250.5488779866557,0.0,405.0725414716218,0.0,195.54831008281963,Abuja,Commercial,Pad,Yes
1,2,27.0306983900009,22.694156115312733,23.225100970102034,0.0,0.0,405.3011337217523,412.91591885600064,416.8324257119761,174.27556397653194,Abuja,Residential,Pad,Yes
2,2,21.781892981174497,18.433428087241285,22.413762569014885,271.6785595615131,248.36375843700168,401.59811913716226,0.0,478.05386632378287,185.16614404345788,Abuja,Residential,Pad,Yes
2,2,22.9269759336982,22.283075744526286,22.736423764532983,251.50567390045273,0.0,410.03137275410523,412.3998885084155,410.05641350865983,252.43699512794663,Abuja,Residential,Pad,No
2,2,25.026352943048536,22.770594066130236,22.501240348009887,271.20566052108035,253.4192117347924,415.61579299585617,409.1941880411693,0.0,205.95464530627126,Abuja,Residential,Wide Strip,Yes
3,2,27.107657239469056,29.033954235854658,17.671759128116758,365.6420606581583,212.68284145560003,382.37987706488593,0.0,373.784012973841,239.15017160312675,Abuja,Church,Strip,Yes
5,2,22.347980790560662,22.275555276424882,27.128306801277578,0.0,245.67443933361338,412.4544995868012,404.68503886131225,423.6190336710964,246.82803688796906,Abuja,Residential,Pad,Yes
6,2,20.998613090569453,8.386903894154466,25.193849994314796,-8.071930517575439,216.7209459231743,0.0,555.5359834552602,323.99776651299425,174.61954267675048,Abuja,School,Strip,Yes
2,2,19.573962952689065,19.906364818950728,21.96909585900736,249.0455355222078,255.76343421084712,405.61211229525804,407.09433066410696,406.7926515759937,227.7710667142406,Abuja,Commercial,Pad,Yes
2,2,25.803159158376854,21.180128896286647,26.120667742598066,263.9812013917987,0.0,415.06525901289456,412.5461391360463,403.51992345040134,252.189685404006,Abuja,School,Pad,Yes
2,2,23.46486308441071,19.829292153333,22.16765553150924,0.0,227.5062966531043,372.00253366042506,375.9471537970189,0.0,250.6138559885225,Abuja,Commercial,Pad,Yes
6,2,27.42430867023224,27.63452009079189,27.12040460725429,283.7296018478346,251.2647194706623,410.633090333019,0.0,389.6551642901671,248.3511278444584,Abuja,Commercial,Pile,Yes
2,2,27.43226540302314,22.51946213410897,23.902040216250565,257.7464052162974,256.7779199271936,410.8623453500512,412.2072208916906,395.2747296649971,169.50688733777133,Abuja,Residential,Pad,No
3,1,24.638913997935365,21.786946559830945,22.53249586443755,0.0,247.74833534432514,405.94106768539194,0.0,422.0370150117356,199.3827643581534,Akwa Ibom,Residential,Pad,Yes
2,2,22.66333158769872,21.899061472765943,22.963937157740247,0.0,90.18006962350175,355.2874063430683,375.71117881598013,288.06134580559905,251.2671181247867,Abuja,Residential,Pad,No
3,2,25.860294319517156,22.29588223099058,23.99803585841424,0.0,253.19644708422211,0.0,0.0,401.56648165754314,226.74608541548858,Abuja,Residential,Pad,Yes
4,2,27.11041871197113,27.06678423570739,27.151564992814606,0.0,250.28753571368364,0.0,404.71381611461453,0.0,150.51658821266548,Abuja,School,Pad,Yes
2,2,29.37678519664945,19.588029997978897,24.04473204694546,8.287805992217645,280.1833300797769,364.36935256066533,388.0620172881779,0.0,188.85844839258658,Abuja,Residential,Pad,Yes
2,2,27.345631052931424,22.650641368275714,27.433220548889754,0.0,248.5565120963725,412.4606746199768,413.5219703939801,0.0,230.93415663841634,Abuja,Commercial,Pad,Yes
1,1,27.654491987888086,8.157985469116205,14.46811858146021,-8.240634788797449,223.89781483061057,386.08858779980466,0.0,0.0,236.0630474331714,Benue,Residential,Pad,Yes
1,2,30.283239827043843,20.44093340985468,21.2477988379197,0.0,207.460601229935,0.0,0.0,0.0,188.39446109000548,Abuja,Church,Pad,Yes
3,3,25.513539049946093,22.684908080976445,9.253019899402076,7.043061685783835,0.0,0.0,383.06905679972965,451.3698807831805,117.03589134603263,Lagos,Residential,Pad,Yes
2,2,28.10696778289357,18.490248835465284,23.329122182398994,0.0,325.2743186683632,361.973575782706,364.5222262523306,371.35781544351397,249.09286252738144,Abuja,School,Pad,No
2,1,23.893045278659343,12.565765307703039,25.865533687952095,0.0,-6.269626425562852,372.34705148596515,0.0,3.7971568653876493,200.75039377582758,Kwara,School,Raft,Unknown
2,2,25.121465479181584,7.309107092886019,28.485126220997195,46.93084644855456,0.0,370.9282338163334,357.57956446934185,0.0,253.24468919710017,Abuja,Residential,Pad,Yes
2,2,30.909221568156156,22.784793787164944,26.96477527379633,89.56759897448165,0.0,486.17719792990687,350.77183412923915,330.8006044812502,153.00162737640073,Abuja,School,Pad,No
3,2,27.40003039089193,26.702685361975625,33.67126991675025,0.0,0.0,415.6330269470673,418.69329631660736,0.0,224.84520370982685,Abuja,Commercial,Raft,Yes
2,2,27.716072947467687,22.661067172679733,27.30340082800596,252.62604456545952,256.35350973992985,406.9981638040627,410.44853692919,393.1336137298679,198.86037901663826,Abuja,Residential,Pad,Yes
2,2,28.128232060132976,21.981945725754144,22.0292857003637,249.2052070124532,261.0280162848947,0.0,409.31461199995056,0.0,247.36079871116112,Abuja,Residential,Pad,Yes
2,2,25.458075813269758,21.71175035120922,27.503224485160004,251.57924499951832,0.0,417.8879698618198,411.12903599424,0.0,248.0282721534059,Abuja,Residential,Pad,Yes
5,2,27.700347932044306,22.14886495475461,27.317704974962123,238.84240118823033,252.52263639559968,413.8712954941779,0.0,403.23551974692066,210.74651264762525,Abuja,Residential,Strip,Yes
1,2,22.013601522430033,22.24150437901634,22.420727801248457,255.76005349630847,262.73474727974434,405.0539149275172,408.4656552801108,0.0,213.59117558692054,Abuja,Residential,Pad,Yes
4,2,27.199184126084088,24.862837153776137,23.407059045464848,48.05076805421837,8.456125163336369,0.0,0.0,0.0,174.41520145040545,Abuja,Commercial,Pad,No
2,3,22.364216557108286,26.422811598485495,23.950604094944396,-14.098923081445312,192.02334996852017,373.0320374564202,506.8597482502704,346.1108461068787,176.9098093884922,Lagos,Commercial,Raft,No
1,1,22.953156622460995,25.184061933917853,26.050070540688623,0.0,0.0,0.0,369.31953061431295,0.0,180.5747986029862,Plateau,Commercial,Pad,No
1,3,27.318350968839592,19.655384741573215,28.173277810825997,10.197497873684544,203.95818693668573,386.4674584194406,0.0,486.5355553387152,215.6894676807169,Lagos,Residential,Pad,Yes
2,2,26.841047942537713,22.794363118555133,27.548925378994994,0.0,277.36238663275964,357.2325113986136,360.73695269408273,0.0,250.34297144136983,Abuja,School,Pad,Yes
1,2,24.161280593026785,21.33448449739183,27.43486996973374,0.0,5.720677186677382,464.6369866683691,371.7588459087333,362.59024053885014,247.15964585775336,Abuja,Commercial,Pad,No
2,2,21.886525991962568,9.418759980857743,24.25913535296731,0.0,0.0,0.0,558.2403858256616,0.0,193.1069088653441,Abuja,Residential,Wide Strip,Unknown
2,2,27.52308810367229,21.929588191176727,22.546481140705254,0.0,246.95449279799945,415.786484238353,404.2254985360016,405.7594018325111,162.39332810117025,Abuja,School,Raft,Yes
1,1,27.332263034314153,19.41088166729384,32.13928020105066,6.923119680062333,194.7784721905877,0.0,371.7078719283065,397.26380646673704,154.9383837311977,Plateau,Residential,Pad,Yes
2,2,28.646522758453138,24.64999566936985,27.138493241075395,341.8160743179614,231.12349727800785,0.0,0.0,327.9005126435588,231.35924803740082,Abuja,Commercial,Pad,Yes
2,2,25.05028780492709,23.97839444708539,24.965232562034466,0.0,0.0,0.0,406.2150446687215,0.0,148.62818438172468,Abuja,Commercial,Raft,Yes
2,1,31.12837510514656,20.29810892298045,33.393846373761846,69.19881916342783,0.0,360.61796650942387,371.7947496755084,365.8739507631127,195.86612991609869,Benue,School,Pad,Unknown
2,2,27.542671935506448,22.569123831710648,24.74550630472191,354.61803083544976,263.3375947813204,407.31669687657154,0.0,411.67742727744115,243.01834261626146,Abuja,Residential,Pad,Yes
2,2,27.27867717364507,23.41584061615453,22.220853833709292,254.61901167414564,254.2375630457785,406.3785773471335,472.815104781666,402.1056091536968,244.8229764957034,Abuja,Residential,Pad,Yes
1,2,27.785312976414883,24.86462035736028,24.513121350523562,251.2860871365539,245.32970546222145,409.30144537201437,0.0,401.8926605436423,192.112517857896,Abuja,Commercial,Pad,Yes
1,3,24.59180886089434,23.12327584347514,20.47890247381936,0.0,204.09563956863764,357.796446493537,361.1961922608098,0.0,160.7109427167715,Lagos,Church,Strip,No
2,2,26.426639923753864,22.442192530181373,25.069231561999462,25.071177051338488,0.0,374.567999950166,450.8115160449001,353.1959408032136,162.30854911608873,Abuja,School,Raft,No
1,2,26.173860851041475,22.869239995899683,22.25676150080727,255.18971026239777,0.0,408.69575713846973,413.03618169055056,0.0,162.4256341895122,Abuja,Residential,Pad,Yes
1,1,27.378360516363834,22.396353092515493,22.567793584026838,262.65401614619765,262.94976782786716,412.5326058777676,410.5394444129755,0.0,253.80566528242255,Kwara,Residential,Pad,Yes
1,1,22.103658483812435,20.606949579113035,21.68227172697491,0.0,0.0,413.5521559516809,412.38246901836726,408.57914746377907,163.85671294630438,Plateau,Commercial,Pad,Yes
2,2,27.45114415209176,22.888123582042773,23.160535933657826,228.96690172310457,0.0,0.0,410.6451958900876,401.7506971544513,255.44739074723924,Abuja,Commercial,Pad,Yes
2,2,25.166767524702266,20.15051742261839,25.584904281750216,65.38023288633237,-11.15517140768516,0.0,0.0,399.75093525564506,192.08514002626464,Abuja,Residential,Pad,Yes
1,1,31.160680069377154,25.26231775683428,28.513603398150973,41.98623078427451,0.0,0.0,0.0,0.0,151.64619081490937,Kwara,Commercial,Strip,Yes
2,2,27.169807762294763,14.608945792081848,26.203980801221363,0.0,225.45849491599816,0.0,455.54790658941045,285.663753268275,238.98020271313808,Abuja,Residential,Pad,Yes
1,2,24.562006508804465,23.24609885189726,27.636018764397207,260.8705648989052,0.0,406.1214385337176,404.11371653678674,0.0,179.16076675695524,Abuja,Residential,Pad,Yes
2,2,27.607399824080375,22.316930471522998,27.028699113677792,261.7618130534592,242.48426216372042,0.0,404.2326818270603,0.0,191.88060750387564,Abuja,School,Pad,Yes
2,2,25.91442019991865,12.869537894472648,23.929806925351627,68.5114986479031,0.0,367.62638609534935,383.0668706575101,372.55092869183636,181.29194181973114,Abuja,Residential,Pad,Yes
1,2,21.708928878907678,20.745940024630052,22.020164180974746,239.6356570184118,0.0,0.0,0.0,418.48328996604334,183.18749995119947,Abuja,Residential,Pad,Yes
6,2,25.74342667687433,22.87990091877827,23.81649998447714,271.046035637674,0.0,0.0,410.6210838965293,408.7101898004986,223.00623890876457,Abuja,Residential,Pad,Yes
1,2,24.322049255075672,18.128302535801563,22.912632658002096,52.53903641145856,191.15476970792173,360.030168264217,383.6877565176143,348.7418504328908,151.06245316427066,Abuja,School,Pad,Yes
2,2,22.056327789162925,23.392245220592056,22.66753030680204,280.5024856943361,0.0,404.40029586019864,400.9950692804366,0.0,202.91829785088945,Abuja,Residential,Pad,Yes
2,2,19.549706891885116,20.54120783820233,18.691941536405007,0.0,226.36800029612795,364.57479903931943,0.0,0.0,208.6773777525723,Abuja,School,Pad,No
1,1,31.17217718801507,7.402824362273614,23.99598190383509,24.63228329351373,0.0,386.0243612334306,348.7092909367086,0.0,211.6670231918009,Benue,Residential,Pad,Yes
3,2,22.53601755529005,22.909099521948725,22.291456239827834,271.26760998288864,248.16702883501986,418.2672748101337,0.0,414.77565884513604,245.24730147423014,Abuja,Residential,Pad,No
2,2,27.26247429104846,23.55311484573336,24.172575422993358,82.57973000625341,185.9836289246189,363.29077280382273,379.62210727441357,348.39839925192075,145.73135173291942,Abuja,Commercial,Raft,No
2,2,27.847237052405063,22.368578863639808,22.956653272993744,255.9404888173013,0.0,411.466435980633,404.861494439491,475.62750865749456,184.0317391433237,Abuja,Residential,Pad,Yes
1,2,21.90794726291181,17.764233685399287,22.174866399981056,265.36396932308907,0.0,404.024569975699,408.0749456714967,408.4052581448879,186.55641503460475,Abuja,Residential,Pad,Yes
1,2,26.067286779676596,22.31276555340178,25.174354331855582,0.0,259.7845557887243,543.3182270511392,0.0,401.7348040979349,153.0526063103598,Abuja,Residential,Pad,Yes
2,2,27.249507438851985,22.413972667112173,26.70053257117741,243.92089544233025,0.0,414.7533991109395,409.8500295093158,402.28417034036534,221.33225645096073,Abuja,Residential,Pad,Yes
2,2,27.122559882513357,22.815834189196742,22.449772699270998,248.50459217542635,0.0,413.9832812201961,408.4949336817321,403.8087001049782,174.26792245773166,Abuja,Residential,Pad,Yes
2,2,27.38024486432401,22.27149068965075,23.356215568531137,252.45518244923977,242.26945754226313,0.0,413.6131516525543,417.27567767296944,198.0135653902639,Abuja,Residential,Pad,Yes
5,2,27.272674152534073,25.597486043835453,20.19492790016998,11.328449641596094,0.0,376.52453200350436,0.0,0.0,174.8632885352775,Abuja,School,Pad,Yes
2,2,22.550994926823762,22.47054519053486,24.712153178123252,269.25023531595684,252.99923005474113,413.4029205751537,0.0,415.6885713595105,164.87483344287133,Abuja,Residential,Pad,Yes
1,1,27.071231711132416,22.455727687563954,22.93949745536362,0.0,0.0,415.56406724139975,0.0,402.81584952431535,209.59243857830333,Plateau,Commercial,Strip,Yes
2,2,27.71461506766661,22.12911527846163,22.659774571365805,348.9826246308272,259.0057687224604,0.0,415.215900001248,0.0,153.57336347396878,Abuja,Commercial,Pad,Yes
1,1,22.083743207957756,17.535534044535606,21.830600219761546,0.0,0.0,410.2097516546058,0.0,404.315642007531,245.91375341467187,Benue,Residential,Strip,Yes
2,1,23.888152667224414,22.667428125539132,22.47647652871179,0.0,0.0,542.4756088386124,415.9388264424942,0.0,249.41161778838,Kwara,Commercial,Pad,Yes
2,3,25.613630350870444,19.768096960823136,24.905310418823454,0.0,219.04434646099193,354.9743952117534,377.68291753246564,0.0,194.22917219798077,Lagos,Commercial,Raft,No
1,3,22.965620348949436,8.685108212061118,25.77041538704234,94.02712347108277,195.21189704893453,381.07083742605,0.0,387.90145558297405,116.08642846320326,Lagos,Commercial,Strip,Unknown
1,3,24.43558153832893,7.625926764942094,13.14164679308048,449.13985685677505,212.4733866920579,366.61630197346113,364.8747686439055,0.0,162.80702281398612,Lagos,School,Strip,Yes
2,3,30.218546875747457,22.274570499812757,27.811986295249717,14.196556170951673,235.60171855711687,362.6244404370504,0.0,341.5870423351448,189.48933323178065,Lagos,School,Pad,Yes
2,2,19.982169928036228,24.31653388592605,25.33428115628637,37.575830953201205,0.0,405.537985512577,0.0,0.0,212.2916629563792,Abuja,Commercial,Pad,Unknown
1,2,27.44932999807003,22.403483627641993,21.745988198369343,249.16830943027807,0.0,540.1511070495607,406.9666392308337,481.39380274919785,237.209755217963,Abuja,Commercial,Pad,Yes
4,2,22.383904718099508,22.266905512601596,21.845402879867443,257.15061684339355,250.74608109372164,0.0,414.3367489126618,405.43579428618904,227.4679025196143,Abuja,Residential,Pad,Yes
2,1,22.429984922164238,23.983307196619794,22.150426262540645,0.0,262.9890840912224,472.9622063566441,406.40704141951034,410.22439219150186,244.4209987838079,Kwara,Commercial,Raft,Yes
4,1,30.695434869577337,22.766256859007832,43.26563071647786,157.26024040748592,0.0,392.24906639732245,380.71993659881235,0.0,250.5887646555932,Plateau,School,Pad,Yes
1,2,26.84880780536117,8.715475642060175,22.055886559867506,0.0,62.558622287706925,0.0,363.3688623912579,355.62361013976124,146.43538277018487,Abuja,School,Pad,No
2,1,30.400775083322507,22.267169680943308,22.60895559838054,19.076908572719393,0.0,0.0,358.33705071056426,328.574122440272,146.03932034612416,Akwa Ibom,School,Pad,Yes
1,1,22.809149507753702,21.799273916685703,18.972095274601052,81.12090991916274,73.70654336479646,485.30247091533715,356.33256376941387,378.92113517026576,244.7593068827447,Benue,Commercial,Strip,Unknown
3,1,30.64562435038097,24.944177400279344,27.089124775501393,0.0,0.0,364.1512712829251,356.6431340069235,0.0,152.99960671489637,Benue,Residential,Pad,Yes
2,1,27.584168307793053,22.618935295343995,23.518432662682766,242.27162335536923,253.00486427756599,406.6716415958503,411.58333327137694,408.25351964223483,191.2451305417121,Plateau,School,Pad,Yes
1,1,25.79837408641179,23.26040619595704,22.891581353992574,0.0,261.9591659623934,0.0,0.0,422.0882583313275,187.3702526247326,Kwara,Residential,Pad,Yes
2,2,29.509297042675705,23.16716111322204,21.848744600908507,35.48409877960197,233.56702947737813,371.773562270638,354.4997348755017,0.0,153.8550003265198,Abuja,Residential,Pad,Unknown
2,2,27.197456866090953,22.12762168643071,22.21913378542901,240.57086436216906,276.28252314736045,407.56101276549623,411.53719338188614,430.1652156079142,206.8793121413145,Abuja,Residential,Wide Strip,Yes
5,2,29.583967177764734,27.388512862053165,27.624163743976272,255.69270031669308,257.9893703989938,0.0,411.3172713348487,0.0,146.8328576036373,Abuja,Commercial,Pad,Yes
1,1,25.620304830650873,26.320083295938684,23.257780753612867,364.35771892400845,253.21643252366033,403.9171434684805,413.3665741884335,0.0,188.91119783270318,Plateau,Residential,Pad,Yes
2,1,24.742767308732507,21.96414249374701,26.456367713962827,250.42499142232842,230.71559870563712,0.0,0.0,412.5278652390403,204.61705028535255,Kwara,Commercial,Pad,Yes
2,2,25.780275959275073,22.76257479964398,24.965131342379706,259.5971316616676,258.94530727359074,0.0,405.30478716086895,0.0,197.22358977360489,Abuja,Church,Pad,Yes
2,2,26.80844189736573,22.183766229069395,27.31656100388534,235.7367974585134,0.0,0.0,408.8692605314377,409.58816499124,146.80432760066594,Abuja,Residential,Pad,Yes
3,2,27.513051074161375,27.63796896455361,27.84980101732871,263.5796733573834,250.0426725526553,410.87552683566673,0.0,404.1081678851523,204.07321672370622,Abuja,Commercial,Pad,Yes
2,2,30.069793241070236,12.993087842560785,25.829748674596978,70.32278051847557,237.95216065910458,396.1061862911335,361.7391997191046,1.6802878761975872,252.22953845837128,Abuja,Residential,Pad,Unknown
4,3,24.891494490759513,24.914210199748137,23.120059491038408,257.1845670349489,253.49063705981206,413.80845400290656,413.4449207659859,0.0,187.2492981674095,Lagos,Residential,Strip,No
1,2,27.335063983729956,21.88606593592776,22.392267093087643,265.1371467103096,264.22225285670044,405.3038206905932,0.0,0.0,155.67397625417382,Abuja,Residential,Pad,Yes
2,2,24.251261787524058,24.43514882471957,22.035551519063368,245.9143502087917,0.0,414.28152767870085,408.5330488479438,398.1719723397602,174.84791159831292,Abuja,Residential,Pad,Yes
1,1,26.777938565889787,25.123111261031376,28.10984284367746,9.226727518281434,-0.3625625252187082,372.85835845368985,364.5987965592007,354.41634424324076,255.29323005344298,Benue,Residential,Pad,No
1,2,27.327371058278647,23.069912876077037,23.313948522063736,0.0,0.0,409.76631322509337,416.54047093223676,411.0717150398424,159.42471551043994,Abuja,Residential,Strip,Yes
4,2,25.466552645576645,8.18319171908145,24.544673399659064,0.0,0.0,0.0,402.7111040150556,310.6383270362393,142.88518852164424,Abuja,Commercial,Raft,No
1,2,22.70306288594576,23.025686871692148,24.50422608868926,0.0,251.20113695059865,0.0,405.073966387129,0.0,217.90672004229592,Abuja,Residential,Pad,Yes
2,1,26.5978504345851,8.292021039321058,24.537809698892456,6.484862987646462,206.87514775425592,363.3042939618946,359.14394475280665,393.8650065336413,101.06364253718698,Akwa Ibom,Commercial,Pad,No
2,2,26.673816655147686,8.096933365562657,25.21726209330872,31.162643826730495,220.5780450255362,380.9718131428938,353.4616245414627,306.73464255767396,244.1607234705492,Abuja,School,Pad,No
2,2,27.444430796884664,22.500385029289404,23.21183068034289,0.0,244.4026330271034,412.41245855746047,414.1860340074181,411.47564114145604,196.22912092898085,Abuja,Residential,Pad,No
1,1,26.89189767243873,7.701591790642917,11.165668308223957,51.69460769369711,232.7205880447245,385.43308846409076,479.9977093894399,306.79771241488834,252.72827928987317,Benue,Commercial,Pad,No
1,1,27.32804976513277,22.899852454656788,26.3230144599605,270.4369430636415,240.90738190317362,409.5165337060732,0.0,411.28303808768123,176.8390161322779,Akwa Ibom,Residential,Pad,Yes
2,2,27.467855191811694,24.942848806409526,33.57007296114344,18.438683184330653,0.0,387.2544346981926,358.8017427009291,342.2343825578705,194.66610098798364,Abuja,Residential,Pad,Yes
2,3,26.263669660527043,19.60322693645071,28.14810701824052,0.0,0.0,387.17320057086454,476.16145055361767,296.36995117604647,163.13309815793713,Lagos,Commercial,Pad,No
1,2,23.10274270929941,22.745170433791618,23.82185212811721,235.52345412258362,240.0707018994572,411.34953400336553,419.47618258561175,417.3895061380966,163.1220403599335,Abuja,Commercial,Strip,Yes
